,Customer Name,Review Title,Rating,Reviews
1414,Gaurav Sengar,Best phone under 40K.,4.0 out of 5 stars,  Camera quality is good than predecessors.Battery is really good.
1415,Sking,Best phone ever,5.0 out of 5 stars,  Premium feel and best phone...Onepluse  is god of android mobile
1416,Dimbswar ,Good experience with oneplus and android,4.0 out of 5 stars,  Face unlock is good but night mood pictures not compare with iPhone 11
1417,Amazon Customer,Functions are not handy,1.0 out of 5 stars,  Not up to the expectations...in terms of functions as compared to other brands
1418,RAJA JOHN,OnePlus lover,5.0 out of 5 stars,  Super
1419,Neeraj Kumar,Don't waste money on chinease crap !,1.0 out of 5 stars,  Poor camera quality
1420,Muktiyar diwan,Mm,5.0 out of 5 stars,  Naeys
1421,Subhash,Mainly Heating(heavily) issue and slow charging,4.0 out of 5 stars,  Fingerprint unlock speed is moderateAnd camera average and fast battery draining
1422,Amazon Customer,Some times battery heat issue there,4.0 out of 5 stars,  Main problem mobile heating ..charging time and playing games need to improve that one
1423,Durgesh Kumar Patel,Good product,5.0 out of 5 stars,  At this price range it's good pdt. But i think design can more better
1424,ABHAY SHRIVASTAVA,OnePlus 9r,4.0 out of 5 stars,"  Nice display, volume,and speed also full pack value for money"
1425,Gurram Akhil,Good performance but average camera,4.0 out of 5 stars,"  Camera quality is average ,but phn performance is well enough for daily usage"
1426,Fernandez A C,A great phone.value for money phone,5.0 out of 5 stars,  Battery performance is avergae..but you can charge the battery pretty quickly
1427,Goswami ,Great,3.0 out of 5 stars,  Light weight... battery life is not that much good....camera quality is ok ok
1428,CAPITALIzE,Over Heating,2.0 out of 5 stars,  Over Heating problem Just because metallic frame overall performance is great
1429,Girish R,90FPS is available,1.0 out of 5 stars,  I just purchased this product for pubg 90fps gameplay but it's not supporting
1430,SHAIKH SHAMSHUDDIN,Superb,5.0 out of 5 stars,  Best
1431,Kalikivayi chandra sekhar,Value for money,4.0 out of 5 stars,  Like
1432,girish,Buy 8t if it is cheaper than 9r,4.0 out of 5 stars,  👍🏻
1433,Manoj,Worth buying,4.0 out of 5 stars,  When I turn volume to high I can feel vibration at backRest everything Is great
1434,MMAli,Absolutely Amazing,4.0 out of 5 stars,  GreaT phone at this price point
1435,Nikhil,Wonderfull,5.0 out of 5 stars,  It's was so nice smooth for gaming bgmi it was ossam graphic is super camara was nice
1436,Srinivas teja,Nice product,4.0 out of 5 stars,  Good work by makers about fingerprint scanner
1437,Rahul Panwar,except camera everything fine,4.0 out of 5 stars,  Except camera everything is fine.camera not worth as per cost.
1438,Pranay Mohanta,Awesome,5.0 out of 5 stars,  All good.No external sd card and no inbuilt antivirus.
1439,bhushan chaudhari,Nice mobile,5.0 out of 5 stars,  Best mobile in rangeBut heat issueCamera is best in range
1440,Amazon Customer,One i plus is no more a differentiator,1.0 out of 5 stars,  This is not at all a product from one plus..Disappointed in every parameter...
1441,Ravi behal,Awsm cellphone 2021,5.0 out of 5 stars,  I can't explain superb quality
1442,sandeep meganath,One plus catching up the market,5.0 out of 5 stars,"  Trending mobile. Good cameraLight weight, thin and convenient"
1443,Rahul .G,🙏,3.0 out of 5 stars,  Ok okay 😌
1444,Niyati Shah,Good phone for OnePlus fans,4.0 out of 5 stars,  Great camera qaulity and fast battery charging.overall good user experience
1445,Ravi Kumar,Very good,5.0 out of 5 stars,  Very happy
1446,RANJIT  PATIL,Must buy,5.0 out of 5 stars,  Super fast
1447,Sitaram jena,Really it's a very handy device,5.0 out of 5 stars,  No words for description!!!!!
1448,Akash Teli,Look is cool,5.0 out of 5 stars,  Smooth fast exilent powerfull
1449,Vishal,Satisfied,5.0 out of 5 stars,"  Great battery life,screens quality os goodAll in all worth the money."
1450,lokesh,Not worth for money,2.0 out of 5 stars,  Phone is good but video quality is very bad while zoom it.
1451,Pooja Maurya,Awesome,5.0 out of 5 stars,
1452,Abhishek Rai,Very bad camera,1.0 out of 5 stars,"  Camera quality is very bad, even camera of phones costing 26k is better than this."
1453,Aashish mishra,Satisfied with the deal,5.0 out of 5 stars,
1454,RAJAN HARISHKUMAR ZAVERI,Awesome smart phone,5.0 out of 5 stars,  Awesome in working and all features
1455,Chandana P,So far so good,5.0 out of 5 stars,"  Delivered in good condition., So far no issues with the phone.Better battery life."
1456,Vishal,Awesome product,5.0 out of 5 stars,  Awesome product...everything was good and fine..no problem at all
1457,Amazon Customer,Oneplus 9R is worth possesing.,5.0 out of 5 stars,  battery lasts longer. Camera is excellent. Size of camera is appropriate.
1458,Mayur Trivedi,Alawesome product to use,5.0 out of 5 stars,  Thanks oneplus
1459,Amitabh Kumar Kesharwani,Poor quality,2.0 out of 5 stars,  Camera quality and display resolution very poor. No auto call recorder. Pls don't
1460,Amit Banerjee,One Plus 9R 5G is a best mobile...,5.0 out of 5 stars,  Fingerprint reader mind-blowingBattery life betterCamera mind-blowing
1461,Sanjay,Awesome phone needs a minor camera update,5.0 out of 5 stars,  Needs an update for camera slow motion.Except this everything is excellent.
1462,Rahul,Very good,5.0 out of 5 stars,"  Very good product, yet front camera can be disturbing sometime innwatching videos"
1463,Raavi Srinivasa Reddy,Good camera,3.0 out of 5 stars,  Good camera only problem over heat
1464,Sonu  yadav,To much heating issue,1.0 out of 5 stars,  to muchHeating issue
1465,HARISH RIMMALAPUDI,Awesome mobile,5.0 out of 5 stars,  Amazing performance super back finish is really awesome loved it
1466,Vinay,Heating issue.,3.0 out of 5 stars,  Heating issue while playing pubg. Other than this everything looks fine.
1467,Avijit Hatui,Good Processor But Worst Camera,5.0 out of 5 stars,"  Everything is pretty good, but the camera quality is not upto the mark.."
1468,Amit Bisht,✌️,5.0 out of 5 stars,  Battery dranage is the only issue I came across.
1469,darshan,Worth for 40k,4.0 out of 5 stars,  Everything is good except battery lifeThey could have used atleast 5000mah
1470,Soumyadipta sen,HEATING PROBLEM,3.0 out of 5 stars,  Heating problem when charging. direct video calling with jio sim is unavailable.
1471,pranjal prasun,Camra quality could be more better,3.0 out of 5 stars,  Camera quality could be more better as compared to other products in this range.
1472,Amazon Customer,A,4.0 out of 5 stars,  A
1473,Kavya,Worthy,5.0 out of 5 stars,  Nice good product but some what heating issue
1474,Amazon Customer,Overall average phone,4.0 out of 5 stars,  Call recording bug heating problem and speedy battery drainage problem.
1475,shubham shiksha,Heating issue,4.0 out of 5 stars,  Phone overheat while transferring data or video call and while video recording.
1476,Sridhar,Awesome mobile,5.0 out of 5 stars,"  Awesome mobile, little bit heating problem came but overall quality was good..."
1477,Suhas,Never Settle,5.0 out of 5 stars,  Best phone in this budget
1478,BISHNOI 29,Best one,5.0 out of 5 stars,  Best phone smooth display
1479,Dhanashree mahajan,3rd quality camera,3.0 out of 5 stars,  It's camera look like lava phone
1480,Ankit,Awesome phone in this range,5.0 out of 5 stars,  Fingerprint reader is awesome it's like fast like electricity.
1481,Naru Karthik,Dream become true.,4.0 out of 5 stars,  I have a dream to purchase one plus mobile and it fulfilled right now.
1482,Satya,Good,4.0 out of 5 stars,  Its quite good. But sometime facing heating issue. Camera quality is too good.
1483,Sunilkumar Dahyabhai Mengar,Best operating system and design build quality is awesome.,5.0 out of 5 stars,  Best Phone for Normal day useg but camera quality is dissent but not very bad.
1484,Manveer baradwa,Very high budget,3.0 out of 5 stars,  Guys in this budget not good phone.. Please don't buy...Waste of money.. ifany
1485,prajwal,Ok,4.0 out of 5 stars,"  Very good display, camera quality is very bad, music is good.overall it's good"
1486,sandeep jangir,Camera lenses quality very poor,5.0 out of 5 stars,  Camera lenses quality very poor
1487,Aman,Little expensive for the price,4.0 out of 5 stars,  Everything is perfect except the camera.
1488,dharmi,Good,5.0 out of 5 stars,  I like this phone. It run smoothly however bit heating issues
1489,SAIKAT K.,Loved It......,5.0 out of 5 stars,"  Your browser does not support HTML5 video.


   BANKS FOR BUCKS."
1490,Prakhar Rastogi,Heating problem and battery life,4.0 out of 5 stars,  Battery life is too lownd heating too much for continuous using
1491,Gopal,I am happy for this Phone 😍😍😍,5.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Best phone in this price"
1492,Amazon Customer,Average phone from oneplus,4.0 out of 5 stars,  Ok product. Not so great. Good for daily use. Slight heating problem.
1493,Saurabh Singh,Good performance is android phone for oxygen OS,4.0 out of 5 stars,  Battery nd camera quality is good best of performance is android phone.......
1494,Nibedita NAYAK,Good,5.0 out of 5 stars,  Like
1495,Thazal,In this phone screen not available,4.0 out of 5 stars,  Battery life little back and screen and tounch and working condition all good
1496,Sudalaimani,Heating issue,4.0 out of 5 stars,"  Mobile performance is good, but too much of heating while charging and usage."
1497,Vikash,Go for it,5.0 out of 5 stars,  Awesome phone in this range . It gives you n hand premium feeling . I love it
1498,Amazon Customer,Nice,5.0 out of 5 stars,  Good phone
1499,It's me Riswan,I love one plus so good 💗💗💗💗💗💗🤩,5.0 out of 5 stars,  I love you 😘😘😘😘❤️😘
1500,Royal Rajpurohit,One plus 9R 12GB and 256Gb,5.0 out of 5 stars,  This Mobile best But Betray life down
1501,Hassain Nauman,Nice,5.0 out of 5 stars,  So far loving it
1502,Satendra s.,Very good mobile,5.0 out of 5 stars,  Very good mobile
1503,Bonnie Wilson,Picture quality,5.0 out of 5 stars,  A perfect mobile
1504,Sujeesh,Actual Flagship killer,4.0 out of 5 stars,"  Iam impressed,oxygen os always rocks."
1505,Amazon Customer,Not worth of money,2.0 out of 5 stars,  Battery backup is poor and phone struckup problem any many issues ..
1506,Amazon Customer,Not much worthy,4.0 out of 5 stars,  YouTube video looks blur. Back video call on back camera is not good
1507,Mahesh Srivastwa,Battery is draining too fast.,3.0 out of 5 stars,  Product is good but I experienced it's battery performance very low.
1508,Anirudh saini,All in one phone,5.0 out of 5 stars,  Osam product I bought dont think twice if u are about to buy it.just grab it
1509,Pavan kalyan,Good one buddy,5.0 out of 5 stars,  Happy... that I made a good choice of buying OnePlus 9R instead of OnePlus 9
1510,krishna,Disappointed with OnePlus 9 Series,4.0 out of 5 stars,  Battery life is GoodIndoor camera is bad
1511,Sk mateen,Average device at high cost,3.0 out of 5 stars,  Poor camera but awesome performance of phone
1512,Sandeep,Excellent,5.0 out of 5 stars,  Excellent
1513,Santosh korpe,1+,4.0 out of 5 stars,  AwesomeMy first falgship mobileGreat experience with 1+
1514,9547260293,Go for it guys beast,5.0 out of 5 stars,  Damn this phone is truly amazing no heating issu no nothing just loving it.
1515,SreenivasNaik M.S,Network connections issues on One plus 9R,1.0 out of 5 stars,"  Very worst product, Have lot of issues with Network, its keep on fluctuates"
1516,suvendu krishna pattnaik,Best phone,5.0 out of 5 stars,  Package seal properly
1517,Manohar Mendali,Freferable,5.0 out of 5 stars,  Value to money
1518,Sivaji.sadhu,Excelent... product..!👌👌👌👌,5.0 out of 5 stars,  Excelent phone ..Best in performance..love you..Oneplus..!
1519,SHOUVIK BISWAS,Good,5.0 out of 5 stars,  Front Camera quite poor in indoor and quite hitting issue.
1520,Ravichandran,Good Purchase,4.0 out of 5 stars,  like the clean OSBattery is goodAverage camera
1521,NIRMAL KUMAR,Mobile is costly & auto call recorder is not available.dispointed,2.0 out of 5 stars,  Mobile is costly & auto call recorder is not available. Dispointed
1522,Nadim.h.Aadmani,So beautiful phon ane nice experience,4.0 out of 5 stars,  Nice phon & nice experience. Samuth display nubber one prudikt one
1523,Naveen,Best display phone,5.0 out of 5 stars,"  Excellent performance and super display phone battery is good..,😊"
1524,jayesh patel,Overall good experience,5.0 out of 5 stars,"  Fingerprint reader speed is low, Battery life is good camara quality is ok"
1525,Amazon Customer,Calls issue,3.0 out of 5 stars,  LTE IS NOT AVAILABLE ALL THE TIME TO MAKE THE CALLS THROUGH MOBILE NETWORK
1526,Uday Reddy,Fingerprint usage dull,5.0 out of 5 stars,  Why some Times fingerprint is not at all getting screen lock opening......
1527,venkatesh,😍,5.0 out of 5 stars,  ಮೊದಲನೇ ಬಾರಿ ತಗೊಂಡು use ಮಾಡ್ತಿರೋದು one plus ಮೊಬೈಲ್ ಚೆನ್ನಾಗಿದೆ ಒಳ್ಳೆ ಅನುಭವ😍
1528,dharmendra verma,Mobile look awesome....camera quality good..... battery life not good ..,4.0 out of 5 stars,  Battery life disappointed....mobile charge fast but also discharge fast...
1529,VISHWAJIT KHOT,Speed,5.0 out of 5 stars,
1530,Nayan Agrawal,Expensive,4.0 out of 5 stars,  Really nice but expensive!!
1531,Ajinkya Naramshettwar,Good poto quality,5.0 out of 5 stars,  Processors is good.... picture quality is best...
1532,amit,Value for money,5.0 out of 5 stars,  This device is good enough considering its price.
1533,neha,Battery issues,2.0 out of 5 stars,  My phone was charging from 15-100 in 30 mine and now takes me a whole day
1534,Ashok Reddy,Must buy phone,5.0 out of 5 stars,  Excellent battery backup and quick charging this review after 1 month use
1535,kiruthiga,Disappointed,4.0 out of 5 stars,  Not value for money
1536,Usha,Worst model in one plus mobiles,2.0 out of 5 stars,  Worst Mobile
1537,Dr. Pravin Santosh Borase,Average,4.0 out of 5 stars,  Average performance at all levels
1538,Mohsinahmed M Shaikh,Excellent 5G Phone,5.0 out of 5 stars,  Super Mobile
1539,Anurag Verma,Heating Problem,1.0 out of 5 stars,  Disappointing This Time For One Plus Over Heating Mobile
1540,Muhammed shabeeb,Awsome phone,4.0 out of 5 stars,  Phone is almost good. Heat issue is main problem
1541,Manish Kumar,One plus is equal to iphone,5.0 out of 5 stars,"  Excellent phone in this range and one plus brand ,quality , performance,"
1542,Saurabh Y.,Overall Phone is very Good,5.0 out of 5 stars,  Device is working fine. Camera quality is good. Battery life is average.
1543,S S.,It's ok! Good.,4.0 out of 5 stars,  Battery capacity is getting drained fast...and camera also must improve.
1544,Teja,Very nice budget products,4.0 out of 5 stars,  Camera should be improved
1545,Saumin,Must buy,5.0 out of 5 stars,  Great phone
1546,dhiren,It's very awesome,5.0 out of 5 stars,  As expected
1547,sohil,It's too fast....,5.0 out of 5 stars,  Built quality ........charge speed and .... performance
1548,Adwaith Kiran M S,Flagship performance with below avg camera,4.0 out of 5 stars,"  Worst Camera, Bought it only because of 870 performance"
1549,kaushik raval,Very fast and multitasking,5.0 out of 5 stars,  Battery life is less but charging is quick. Don't worry
1550,Uday,Very horrible phone,1.0 out of 5 stars,  Very horrible phone we can't use as network issue in this phone
1551,MD Rehan,AppLock fingerprint,3.0 out of 5 stars,  Fingerprint is not working on AppLock ..... I'm disappoint with OnePlus
1552,Vimlesh,best phone,5.0 out of 5 stars,  awesome phone....no heating issues ...very smooth to use...worth buying
1553,VM Vinoth Kumar,Its a BEAST,5.0 out of 5 stars,  Superb phone with superb camera
1554,Rupesh sahu,Premium,5.0 out of 5 stars,  Nice phone
1555,Rajesh V K,good,5.0 out of 5 stars,  Very good. It's something thing proud to be a Red cable member
1556,Vivek Singh,Heating,1.0 out of 5 stars,  Screen is not as white as it has to be yellowish tint heatsup too fast
1557,Amazon Customer,Good phone,5.0 out of 5 stars,  Is it protected by screen guard from company or we have to protect it?
1558,Naveen Pillitla,High in price segment,4.0 out of 5 stars,  Little high in price segment.. but this handset doesn't disappoint you
1559,Dipakkarki,This phone hitting issue kindly fix it,1.0 out of 5 stars,  This phone hitting issue kindly fix it
1560,Swapnil Gaur,"Awesome camera, best sound quality",5.0 out of 5 stars,  Ahmazing product and sound quality!!!!
1561,J mohanty,Waste of money,1.0 out of 5 stars,  Waste of money . One plus 6T is far better than this . Don’t go for it
1562,Shahzad khan,Good,5.0 out of 5 stars,  Nyc
1563,riteshbrd,Camera,5.0 out of 5 stars,  Camera is not worth it.
1564,Debashis roy,Fast and butter smooth,4.0 out of 5 stars,  Just love it❤️❤️
1565,Tulasi,Awesome phone,5.0 out of 5 stars,  I love my mobile
1566,viren,all good,5.0 out of 5 stars,"  everythis with this instrument is best, over all nice"
1567,Kavya,Average,3.0 out of 5 stars,  Average.. camera not so good... Battery drains fast..
1568,Yogesh Nalvaya,Very good quality product,5.0 out of 5 stars,"  Very good quality product, top leave users experience"
1569,hari n.,Refund.,2.0 out of 5 stars,"  Over heating issue, poor performance,not satisfied with the prouduct."
1570,Gautam,Nice 😌,4.0 out of 5 stars,"  Your browser does not support HTML5 video.


   The product was too good"
1571,subhajit dutta,Decent midrange flagship,4.0 out of 5 stars,  Battery backup not up to the mark..!!
1572,sunil edwin,Good looks and very good performance,5.0 out of 5 stars,  Very good phone
1573,praveen c,Good value phone for the money,5.0 out of 5 stars,"  Gaming is lot better and battery life, charging is very good"
1574,arun,OnePlus 9R,1.0 out of 5 stars,  Ok... mobile....heating issue on normal use....not worth 40k
1575,Manuj R.,Manufacturing defect,1.0 out of 5 stars,  Hanging up/auto restart/manufacturing issue/
1576,Jitendra N.,Very nice mobile..very smooth touch screen...no hanging problem...,5.0 out of 5 stars,  Litlle bit heat issue..but doesn't matter...
1577,Jefrin S,User experience is awesome..,4.0 out of 5 stars,  1st impression.. great performance and seamless user experience.. 😍
1578,Dilip Kumar,Simple awesome 😎,4.0 out of 5 stars,  This product smoother nd faster but charging level s are down fastly
1579,Manish s Kantariya,Oneplus is better than iPhone,5.0 out of 5 stars,"  Amazing phone, superb camera results"
1580,Amazon Customer,Good Product loved it,5.0 out of 5 stars,  Good Product loved it
1581,Navneet dhir,Given defective mobile,1.0 out of 5 stars,"  Given diffectice piece, voice issue , battery issue"
1582,Souvik Sikder,Good phone but not the best for price ...,4.0 out of 5 stars,  Overall good for a heavy user who's a college going student
1583,Jibesh,Very good phone,5.0 out of 5 stars,  No heating issue.. phone is very good but camera quality is avarage
1584,Rinoy Joseph,Pink Tint,3.0 out of 5 stars,  Pink Tint issue to a great extend..... :( White screen seen as pink
1585,Abid Hussain Ansari,It's good phone in the Market,5.0 out of 5 stars,  Where is call recording one plus 9r
1586,Shabab Anwar,Review of 9R,3.0 out of 5 stars,  Battery is average.... and camera is good... touch is fine
1587,Shreya Prajapati,Battery Draining Problem,1.0 out of 5 stars,  Battery issue is there. Camera quality is not as expected.
1588,Mr.Singh,Graet,5.0 out of 5 stars,  Supreb
1589,Deepak,Can be a good buy,4.0 out of 5 stars,  Battery life not that good but other than that's it's working good
1590,sarvesh,OnePlus 9r means compromise on quality,1.0 out of 5 stars,  Heating issues and screen flickering issue
1591,VENKATA KRISHNA MOHAN JASTI,Quality,5.0 out of 5 stars,  Nice product
1592,Pankaj Choudhary,Good money value,5.0 out of 5 stars,  To good cell phone like another at this money value
1593,Tarun Kumar jain,Not good product,1.0 out of 5 stars,  Heating problem. Network issues. Battery drain very fast.
1594,Nitin Verma,Fabulous,5.0 out of 5 stars,  Great
1595,abhay,Waste Product,1.0 out of 5 stars,"  Waste Phone . Camera waste ,hanging issue"
1596,rakeshkumarsoni,Wow Product,5.0 out of 5 stars,  Nice product ...no heating issues at all.
1597,Bram,Smooth operating system,5.0 out of 5 stars,  Great quality with next level performance
1598,Sandeep Kumar,😲 wow,5.0 out of 5 stars,  Loving it's awesome experience use mobile
1599,MD SHAHBAAZ ALI,Best mob in this range.....,5.0 out of 5 stars,  I've used more phone bt this is amazing....I love one plus+
1600,Sunil,Heating issues,4.0 out of 5 stars,  Some heating issues while charging and while running applications
1601,rahul,Clean UI and best experience,5.0 out of 5 stars,  The refresh is very smooth and the camera is ok as per the price.
1602,CIRIL,OnePlus,4.0 out of 5 stars,  Value for money!!!
1603,George,Awesome 9r,5.0 out of 5 stars,  Phone is excellent
1604,Abhishek Mishra,A typical awesome one plus device,5.0 out of 5 stars,  Best phone for 40k
1605,Likil,Phone is good and got good exchange deal for my old mobile.,4.0 out of 5 stars,  Good gaming phone!
1606,Balarajan Chandrasekharan,Bit heavy!,4.0 out of 5 stars,  Nice phone!
1607,KODIDI SAI KUMAR REDDY,Bad,1.0 out of 5 stars,  Bad mobile charging is worst I want to return it
1608,Nagarjuna,Excellent,5.0 out of 5 stars,  Like
1609,Ashu,Good,4.0 out of 5 stars,  Good
1610,Manju,Great Phone,5.0 out of 5 stars,  Performance Awesome except camera quality is not up to the mark.
1611,Sulagna Palit,Overall grt,4.0 out of 5 stars,  Phone is overall great.. but portrait camera is not as expected.
1612,Goldy,Camera is not good,4.0 out of 5 stars,  Except camera everything is good
1613,Gautam Bishwas,Hanging and Heating,1.0 out of 5 stars,  Phone heated badly and hanging..
1614,Amazon Customer,Super phone,5.0 out of 5 stars,  Superb phone and faster delivery
1615,rajesh,Superb mobile,5.0 out of 5 stars,  Very good upgrade
1616,Amit Kumar Yadav,Balanced phone,5.0 out of 5 stars,  Overall a balanced phone
1617,Amol tiwari,Good phone,4.0 out of 5 stars,  Battery backup is very good love black colour it's overall good
1618,Bipin Patel,Happy to be Amazon Customer,5.0 out of 5 stars,"  Found Fantastic Mobile phone, quick service, and fast Delivery."
1619,AKHILPRAKASH,Great product,5.0 out of 5 stars,  Awesome experience. Oxygen Os super performance
1620,Rajendranath chattopadhyay,Moderately Good,2.0 out of 5 stars,  After replacement device running better
1621,SYED NAZER AHMED ,Any how product is good while charging mobile is getting heat issues,4.0 out of 5 stars,  Some times battery drain issues
1622,RAVI,One plus 9r,5.0 out of 5 stars,  Excellent
1623,Neelam jain ,"It's good but ,heat some times",3.0 out of 5 stars,"  There are heating issu in this phone , I'll return it,"
1624,Amazon Customer,"पैसे की बरबादी है,और कुछ भी नहीं।।",2.0 out of 5 stars,"  बैटरी लाइफ बैड,ड्रेन वेरी फास्ट,कैमरा क्वालिटी नॉट गुड"
1625,Biswajit Das,Don't Fall on Youtubers Review,2.0 out of 5 stars,  No audio jack output. Selfi camera is poor. Etc etc...
1626,Bala,"Easily getting demaged , worst screen productrr , only thing performancr is good",3.0 out of 5 stars,"  Easyly demaged , not good as this price range."
1627,Pravallika,Not upto the mark.,3.0 out of 5 stars,  Not like one plus phone
1628,Megha,Best phone in affordable price...,4.0 out of 5 stars,  Battery life can be improved by optimising useless features...
1629,Gaurav Pathak,Superb phone...speedy,5.0 out of 5 stars,"  Nice phone, fullfillwd my requirement."
1630,Bandarukarthik,Overall good,4.0 out of 5 stars,  Better to improve battery life
1631,Dr.Anil Arya,Fast processor,5.0 out of 5 stars,  Value for money
1632,Manikandan,Oneplus 9R,4.0 out of 5 stars,  Delivery good. Battery draining speedy.camera quality average
1633,monika,Never buy,1.0 out of 5 stars,  Stupid mobile apps not working properly.really waste of money
1634,Prasanta,Battery life is too short,3.0 out of 5 stars,  Battery does not last even 24 hrs . There is occational heat.
1635,Abhishek kulkarni ,Superb..!!,5.0 out of 5 stars,
1636,Jeet,Awesome,5.0 out of 5 stars,  Marbles I'm very happy with us
1637,Rajesh Rohilla,Poor camera waist your money,1.0 out of 5 stars,  3rd class camera I want sell in half rate using after 15 days
1638,Ashish,Good build quality and amazing software experience. Camera is the worst part of the phone.,4.0 out of 5 stars,  Camera quality is average. A bit overpriced.
1639,Aaline marsh,Vera level,5.0 out of 5 stars,  Awesome product very glad to see this mobile
1640,R.c Ravi kumar,All new features,4.0 out of 5 stars,  Night mood foto super
1641,Manali Sawant,Overall good product,5.0 out of 5 stars,  Battery life and camera quality are good. Smooth functioning
1642,Ajaz,the camera quality is too poor highly disappointed,1.0 out of 5 stars,  the camera quality is not good doesn't have reverse charging
1643,Kaustubh kumar Singh,Phone is malfunctioning,1.0 out of 5 stars,  Phone battery is draining very fast and phone is overheating
1644,Rahul Kumar,Good product,4.0 out of 5 stars,"  Well, it's good product of one plus..I recommend u."
1645,Abhinav,Nice product,5.0 out of 5 stars,"  Excellent product , received in original condition."
1646,Prajapati  rajesh.a,One puls phone  veri nice phone,5.0 out of 5 stars,  Very very very nice products one puls phone
1647,Amazon Customer,Not with it,1.0 out of 5 stars,  Heating issues...Received a damaged product
1648,Ravindra Kumar Verma,Value for money ive used it for a week now,5.0 out of 5 stars,  Nice phone 120 hz display is buttery smooth
1649,sanjay ssmal,Camera👎👎,2.0 out of 5 stars,  Worst camera quality
1650,naina  sangtani,Battery and heating issue,2.0 out of 5 stars,  Not worth th price. Battery drums so fast and geting issues
1651,ANUJ KUMAR,Didn't meet on my expectations ..,2.0 out of 5 stars,"  In camera, colors didn't recognised very well. Disappointed"
1652,Arun Rathor,Amezing,4.0 out of 5 stars,"  Face lock, fingerprint and many other features are awesome."
1653,Agarwals,Overall a good phone,4.0 out of 5 stars,  Overall the phone is good.just noticing some heating issues
1654,Popy Ghosh,Excelent phone,5.0 out of 5 stars,  The phone is vry good. But the battery life is a bit short.
1655,Nadeem,All time Hits...,5.0 out of 5 stars,  One plus ka name hi kafi he
1656,Bikash Pal,NICE PHONE,5.0 out of 5 stars,  Nice Product
1657,AC,Satisfied,5.0 out of 5 stars,  Lovely piece
1658,praveen cell,Oneline,5.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Super"
1659,aakash toshan,Budget flagship phone!,5.0 out of 5 stars,"  Battery performance not as expected, rest is good."
1660,Amazon Customer,everything is fine except heating,3.0 out of 5 stars,  heating issueplzz solve this
1661,Chavda Kuldeep,Superb,5.0 out of 5 stars,  Very excellent working nd smoothly
1662,Marimuthu.V,A One+ Fan,5.0 out of 5 stars,  One + is an Fab(+)ulous Product👌👌👌
1663,Harikrishnan,Good Phone from One plus,5.0 out of 5 stars,  Like Display SoftwareDislike Camera
1664,Vaseem,This mobile not better with compare one plus 8,1.0 out of 5 stars,  This mobile is not good better one plus 8
1665,Sariya Asvin,Front & back camera clearly,2.0 out of 5 stars,  Mobile display osm camera quality 3rd classs hiting issue
1666,Monika,Heating problem or sounds vibration,1.0 out of 5 stars,  Heating problem or sounds vibration back  side play music
1667,Nipun Sethi,Heating issue,3.0 out of 5 stars,  Heating issue in call and games also battery drains fast.
1668,Kannan,Excellent,5.0 out of 5 stars,  Good experience 😊
1669,adarsh,just the name. poor performance.,2.0 out of 5 stars,  camera quality is poor. too slow.
1670,Nilesh Panda,Licked it,5.0 out of 5 stars,  The best phone under budget 40000
1671,Bharath,Phone,4.0 out of 5 stars,  More satisfied for the purchase the phone realy amazing👍
1672,Amazon Customer,Value for money flagship for budget conscious,5.0 out of 5 stars,  One plus is back with a true flagship killer in a budget.
1673,rajesh roushan sharma,Nice phone but costly,4.0 out of 5 stars,  Nice phone
1674,Ramrao Desai,Worth the money!,5.0 out of 5 stars,  Good phone.. Smooth touch experience. Enjoying..
1675,GOUTHAME P,Battery draining very fast,3.0 out of 5 stars,  I am terribly disappointed with battery draining
1676,Kindle Customer,Good,5.0 out of 5 stars,"  Camera .... good , battery charging fast"
1677,prince kumar,It's not upto mark,1.0 out of 5 stars,  There is some display issue in new phone
1678,Himanshu,It's awesome,5.0 out of 5 stars,  I wish there will be a choice of 256 gb rom with 8gb ram
1679,Abhinash,Not satisfied,3.0 out of 5 stars,  Not upto the mark.. disappointed
1680,Yash Radadiya,It’s processor is very fast,5.0 out of 5 stars,  Battery life is too good
1681,Ravi,Grt phone,4.0 out of 5 stars,  Grt phone
1682,Jabir,such a Wonderful pHone,5.0 out of 5 stars,  Soo amazing phone Ever. 🤩 Flagship Killer🔥One plus 9R
1683,Akash Awaskar,Value for money!,5.0 out of 5 stars,  Value for money!
1684,A$GR,One plus amazing,5.0 out of 5 stars,  Good performance
1685,VINU VARGHESE,Excellent purchase,5.0 out of 5 stars,"  It is very smooth,above avg camera performance,very good display"
1686,Mayank choudhary,Built quality is awesome.... really liked it,5.0 out of 5 stars,  Awesome product with this price
1687,Awadhesh chauhan,Very slow phone and networking problems,1.0 out of 5 stars,  fingerprint reader best
1688,A Srikant Patra,Extremely satisfied,5.0 out of 5 stars,  Very nice product. Extremely satisfied
1689,Sontyana Mohit,Value for money phone.,4.0 out of 5 stars,  Design I liked most and build quality.
1690,Amazon Customer,All systems malfunctioning,1.0 out of 5 stars,  Is malfunctioning in less than a month
1691, Parthasarathy,Super product,5.0 out of 5 stars,  It's fine packing and good performance phone for 40000
1692,RVSURESH REDDY,Good buy.,4.0 out of 5 stars,"  Battery life is not great, but charging is ultra fast."
